Time [s],Mass [g]
0,23.9952525664903
0.205432999995537,48.9252638400019
0.312566999993578,38.9738836961253
0.420035999995889,95.6134540229802
0.52830399999948,1.54034376515551
0.637295000000449,45.0923706430945
0.74532399999589,18.351115573727
0.852749999998196,77.5712678608402
0.960659999997006,51.077156417211
1.0684739999997,53.2825588799455
1.18028399999457,58.7044704531417
1.28761799999484,19.4764289567049
1.3948609999934,92.3379642103244
1.50231599999825,11.1119223440599
1.61028299999452,71.1215780433683
1.71944699999585,50.7858284661118
1.8267149999956,73.0330862855453
1.93415399999503,54.6805718738968
2.04151999999885,39.5515215668593
2.14931299999444,79.6183873585212
2.25902399999904,72.122749858174
2.36674800000037,90.3720560556316
2.47459399999934,74.4074260367462
2.58266199999343,85.9442305646212
2.68986699999368,2.86741524641061
2.7970309999946,47.1088374541939
2.90456399999675,9.6730025780867
3.01167599999462,51.8594942510538
3.11900899999455,82.5313795402046
3.22574699999677,80.336439160244
3.33371899999474,62.7973359190104
3.44137499999488,10.6216344928664
3.54903299999569,92.0332039836564
3.65728399999352,94.2736984276934
3.76588300000003,53.9126465042857
3.87402799999836,17.1121066356432
3.98134299999947,36.8916546063895
4.09117599999445,37.6272210278832
4.19916499999817,22.6187679752676
4.30698499999562,26.5280909810029
4.41570299999876,10.7769015243743
4.52268799999729,2.25125927402318
4.62995299999602,9.42293388877347
4.73778499999753,3.36038360664295
4.84524299999612,81.9981222781941
4.95235499999399,61.0958658746201
5.05966199999966,28.1005302533871
5.16688599999907,94.3622624548388
5.27329399999871,67.1808165414215
5.379528999998,84.4392156527205
5.48622599999362,38.6771194520985
5.59383600000001,77.0159728608609
5.70129599999927,72.1758033391102
5.8137579999966,73.8426839976942
5.92292599999928,28.7498173066131
6.03041099999973,64.4442781431336
6.13727399999334,70.9281702710545
6.243558999995,66.1944751905652
6.35020099999383,83.2916819075216
6.45729299999948,26.477902647563
6.56444899999769,63.9316961040108
6.67334699999628,99.3704624120852
6.78074099999503,44.8372912066495
6.88795899999968,97.2740854003014
6.9962549999982,53.0344218392863
7.10624699999607,52.0052467390387
7.21410199999809,75.4933267231179
7.32236199999898,39.4707475278763
7.42987799999537,42.4309496833137
7.53793500000029,39.1182995461163
7.64590899999894,21.6018915961394
7.75360999999975,83.3500595588975
7.86148200000025,88.4281023126955
7.96949599999789,82.5583815786156
8.07996199999616,13.6292548938299
8.18802699999651,5.49741469061882
8.29575299999851,81.5397211477421
8.40346799999679,98.9950205708831
8.51144199999544,90.0852488532005
8.62029599999369,66.6416217319468
8.72828099999606,98.2303222883606
8.83634599999641,12.0859571098558
8.94434499999625,62.9883385064421
9.05109399999492,19.2510396062075
9.15823299999465,63.5197916859882
9.26598499999818,44.5183165296042
9.37297199999739,20.8461358751314
9.48018199999933,8.20712070977259
9.58692099999462,5.20778902858696
9.69401300000027,93.4405118961213
9.80135299999529,39.8589496735843
9.90978599999653,33.2936281836175
10.0163269999975,85.4099949273443
10.1239269999933,33.0828995203305
10.2324069999959,99.9491620097705
10.3401379999996,10.0221540195492
10.4479999999967,17.5669029675661
10.5572140000004,10.4011574779379
10.6648519999944,29.9936990089789
10.7727839999934,5.37543922087138
